date_time,agency_name,counter_id,visitor_count,unit
2024-11-01 00:00,Aix_les_bains_1,0,-1,visitors
2024-11-01 00:00,Chambery_1,0,-1,visitors
2024-11-01 00:00,Chambery_1,1,-1,visitors
2024-11-01 00:00,Chambery_1,2,-1,visitors
2024-11-01 00:00,Chambery_2,0,-1,visitors
2024-11-01 00:00,Cognin_1,0,-1,visitors
2024-11-01 00:00,Cognin_1,1,-1,visitors
2024-11-01 00:00,Grenoble_1,0,-1,visitors
2024-11-01 00:00,Grenoble_1,1,-1,visitors
2024-11-01 00:00,Grenoble_1,2,-1,visitors
2024-11-01 00:00,Grenoble_2,0,-1,visitors
2024-11-01 00:00,Grenoble_2,1,-1,visitors
2024-11-01 00:00,La_Biolle_1,0,-1,visitors
2024-11-01 00:00,La_Motte_Servolex_1,0,-1,visitors
2024-11-01 00:00,La_Motte_Servolex_1,1,-1,visitors
2024-11-01 00:00,Lyon_1,0,-1,visitors
2024-11-01 00:00,Lyon_1,1,-1,visitors
2024-11-01 00:00,Lyon_1,2,-1,visitors
2024-11-01 00:00,Lyon_2,0,-1,visitors
2024-11-01 00:00,Lyon_2,1,-1,visitors
2024-11-01 00:00,Lyon_3,0,-1,visitors
2024-11-01 01:00,Aix_les_bains_1,0,-1,visitors
2024-11-01 01:00,Chambery_1,0,-1,visitors
2024-11-01 01:00,Chambery_1,1,-1,visitors
2024-11-01 01:00,Chambery_1,2,-1,visitors
2024-11-01 01:00,Chambery_2,0,-1,visitors
2024-11-01 01:00,Cognin_1,0,-1,visitors
2024-11-01 01:00,Cognin_1,1,-1,visitors
2024-11-01 01:00,Grenoble_1,0,-1,visitors
2024-11-01 01:00,Grenoble_1,1,-1,visitors
2024-11-01 01:00,Grenoble_1,2,-1,visitors
2024-11-01 01:00,Grenoble_2,0,-1,visitors
2024-11-01 01:00,Grenoble_2,1,-1,visitors
2024-11-01 01:00,La_Biolle_1,0,-1,visitors
2024-11-01 01:00,La_Motte_Servolex_1,0,-1,visitors
2024-11-01 01:00,La_Motte_Servolex_1,1,-1,visitors
2024-11-01 01:00,Lyon_1,0,-1,visitors
2024-11-01 01:00,Lyon_1,1,-1,visitors
2024-11-01 01:00,Lyon_1,2,-1,visitors
2024-11-01 01:00,Lyon_2,0,-1,visitors
2024-11-01 01:00,Lyon_2,1,-1,visitors
2024-11-01 01:00,Lyon_3,0,-1,visitors
2024-11-01 02:00,Aix_les_bains_1,0,-1,visitors
2024-11-01 02:00,Chambery_1,0,-1,visitors
2024-11-01 02:00,Chambery_1,1,-1,visitors
2024-11-01 02:00,Chambery_1,2,-1,visitors
2024-11-01 02:00,Chambery_2,0,-1,visitors
2024-11-01 02:00,Cognin_1,0,-1,visitors
2024-11-01 02:00,Cognin_1,1,-1,visitors
2024-11-01 02:00,Grenoble_1,0,-1,visitors
2024-11-01 02:00,Grenoble_1,1,-1,visitors
2024-11-01 02:00,Grenoble_1,2,-1,visitors
2024-11-01 02:00,Grenoble_2,0,-1,visitors
2024-11-01 02:00,Grenoble_2,1,-1,visitors
2024-11-01 02:00,La_Biolle_1,0,-1,visitors
2024-11-01 02:00,La_Motte_Servolex_1,0,-1,visitors
2024-11-01 02:00,La_Motte_Servolex_1,1,-1,visitors
2024-11-01 02:00,Lyon_1,0,-1,visitors
2024-11-01 02:00,Lyon_1,1,-1,visitors
2024-11-01 02:00,Lyon_1,2,-1,visitors
2024-11-01 02:00,Lyon_2,0,-1,visitors
2024-11-01 02:00,Lyon_2,1,-1,visitors
2024-11-01 02:00,Lyon_3,0,-1,visitors
2024-11-01 03:00,Aix_les_bains_1,0,-1,visitors
2024-11-01 03:00,Chambery_1,0,-1,visitors
2024-11-01 03:00,Chambery_1,1,-1,visitors
2024-11-01 03:00,Chambery_1,2,-1,visitors
2024-11-01 03:00,Chambery_2,0,-1,visitors
2024-11-01 03:00,Cognin_1,0,-1,visitors
2024-11-01 03:00,Cognin_1,1,-1,visitors
2024-11-01 03:00,Grenoble_1,0,-1,visitors
2024-11-01 03:00,Grenoble_1,1,-1,visitors
2024-11-01 03:00,Grenoble_1,2,-1,visitors
2024-11-01 03:00,Grenoble_2,0,-1,visitors
2024-11-01 03:00,Grenoble_2,1,-1,visitors
2024-11-01 03:00,La_Biolle_1,0,-1,visitors
2024-11-01 03:00,La_Motte_Servolex_1,0,-1,visitors
2024-11-01 03:00,La_Motte_Servolex_1,1,-1,visitors
2024-11-01 03:00,Lyon_1,0,-1,visitors
2024-11-01 03:00,Lyon_1,1,-1,visitors
2024-11-01 03:00,Lyon_1,2,-1,visitors
2024-11-01 03:00,Lyon_2,0,-1,visitors
2024-11-01 03:00,Lyon_2,1,-1,visitors
2024-11-01 03:00,Lyon_3,0,-1,visitors
2024-11-01 04:00,Aix_les_bains_1,0,-1,visitors
2024-11-01 04:00,Chambery_1,0,-1,visitors
2024-11-01 04:00,Chambery_1,1,-1,visitors
2024-11-01 04:00,Chambery_1,2,-1,visitors
2024-11-01 04:00,Chambery_2,0,-1,visitors
2024-11-01 04:00,Cognin_1,0,-1,visitors
2024-11-01 04:00,Cognin_1,1,-1,visitors
2024-11-01 04:00,Grenoble_1,0,-1,visitors
2024-11-01 04:00,Grenoble_1,1,-1,visitors
2024-11-01 04:00,Grenoble_1,2,-1,visitors
2024-11-01 04:00,Grenoble_2,0,-1,visitors
2024-11-01 04:00,Grenoble_2,1,-1,visitors
2024-11-01 04:00,La_Biolle_1,0,-1,visitors
2024-11-01 04:00,La_Motte_Servolex_1,0,-1,visitors
2024-11-01 04:00,La_Motte_Servolex_1,1,-1,visitors
2024-11-01 04:00,Lyon_1,0,-1,visitors
2024-11-01 04:00,Lyon_1,1,-1,visitors
2024-11-01 04:00,Lyon_1,2,-1,visitors
2024-11-01 04:00,Lyon_2,0,-1,visitors
2024-11-01 04:00,Lyon_2,1,-1,visitors
2024-11-01 04:00,Lyon_3,0,-1,visitors
2024-11-01 05:00,Aix_les_bains_1,0,-1,visitors
2024-11-01 05:00,Chambery_1,0,-1,visitors
2024-11-01 05:00,Chambery_1,1,-1,visitors
2024-11-01 05:00,Chambery_1,2,-1,visitors
2024-11-01 05:00,Chambery_2,0,-1,visitors
2024-11-01 05:00,Cognin_1,0,-1,visitors
2024-11-01 05:00,Cognin_1,1,-1,visitors
2024-11-01 05:00,Grenoble_1,0,-1,visitors
2024-11-01 05:00,Grenoble_1,1,-1,visitors
2024-11-01 05:00,Grenoble_1,2,-1,visitors
2024-11-01 05:00,Grenoble_2,0,-1,visitors
2024-11-01 05:00,Grenoble_2,1,-1,visitors
2024-11-01 05:00,La_Biolle_1,0,-1,visitors
2024-11-01 05:00,La_Motte_Servolex_1,0,-1,visitors
2024-11-01 05:00,La_Motte_Servolex_1,1,-1,visitors
